company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
BROADSWORD COMICS AND GAMES,1871 WELLS RD STE 12,,ORANGE PARK,FL,320,32073,2350,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
1ST COMIC LLC,19006 NW 53RD CT,,MIAMI GARDENS,FL,330,33055,5321,3,59429905,COMIC BOOKS,,,,,,
POP COMICS & GAMES INC,1903 OAK ST,,SARASOTA,FL,342,34236,7117,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59479903,,59450104,"MODELS, TOY AND HOBBY"
AVALON MANGA SHOP,20321 OLD CUTLER RD,,CUTLER BAY,FL,331,33189,1831,3,59429905,COMIC BOOKS,,,,,,
BOCA COMICS & CARDS,20423 STATE ROAD 7,,BOCA RATON,FL,334,33498,6797,4,59429905,COMIC BOOKS,,,,,,
CRUDETOONS COMICS INDUSTRY LLC,208 CALLIOPE ST,,OCOEE,FL,347,34761,4616,3,59429905,COMIC BOOKS,35990000,"INDUSTRIAL MACHINERY, NEC",46120000,CRUDE PETROLEUM PIPELINES,,
NERDZ COMICS & MORE,208 MOODY BLVD,,FLAGLER BEACH,FL,321,32136,3372,3,59429905,COMIC BOOKS,,,,,,
MADD COMICS LLC,21311 NE 13TH PL,,MIAMI,FL,331,33179,1324,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
FOUR FREEDOMS COLLECTIBLES,2133 NW 208TH TER,,PEMBROKE PNES,FL,330,33029,2320,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
WORLD OF COMICS,2133 S RIDGEWOOD AVE,,SOUTH DAYTONA,FL,321,32119,3015,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,,,,
DOWNTOWN COMICS,222 W CENTRAL AVE,,WINTER HAVEN,FL,338,33880,2957,3,59429905,COMIC BOOKS,,,,,,
A+ COMICS & CARDS,2308 WILLOW BRANCH AVE,,LUTZ,FL,335,33549,5805,3,59429905,COMIC BOOKS,,,,,,
WILSON'S BOOK WORLD,2394 MLK ST N,,ST PETERSBURG,FL,337,33704,3239,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
ERIC'S BASEBALL CARDS & COMICS,2400 S HOPKINS AVE STE B,,TITUSVILLE,FL,327,32780,5076,3,59479903,,59429905,COMIC BOOKS,,,,
PAST AND PRESENT COMICS,2440 HILLTOP CT,,EUSTIS,FL,327,32726,5827,3,59429905,COMIC BOOKS,,,,,,
NEW FORCE COMICS,2461 HIGHWAY 77,,PANAMA CITY,FL,324,32405,4405,3,59429905,COMIC BOOKS,,,,,,
EMERALD CITY COMICS & CLLCTBLS,2475 N MCMULLEN BOOTH RD STE I,,CLEARWATER,FL,337,33759,1347,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,,,,
RED ALERT COMICS LLC,2526 MONTCLAIRE CIR,,WESTON,FL,333,33327,1428,3,59429905,COMIC BOOKS,,,,,,
MY GANG BUDGET RECORDING,2541 ARAGON BLVD APT 110,,SUNRISE,FL,333,33322,3102,3,59429905,COMIC BOOKS,,,,,,
D AND B COMICS LLC,2657 WALDEN CT,,KISSIMMEE,FL,347,34743,6039,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
TYSON SCHNEIDER INC,2676 ALOMA OAKS DR,,OVIEDO,FL,327,32765,9159,3,59429905,COMIC BOOKS,,,,,,
A UNIVERSE OF SUPER-HEROS,2724 PARK ST,,JACKSONVILLE,FL,322,32205,7608,3,59429905,COMIC BOOKS,82210102,UNIVERSITY,,,,
HYDRA COMICS LLC,2773 NW 83RD TER,,CORAL SPRINGS,FL,330,33065,5331,3,59429905,COMIC BOOKS,,,,,,
INVESTCOMICS INCORPORATED,2846 SEMINOLE RD,,WEST PALM BEACH,FL,334,33406,6612,3,59429905,COMIC BOOKS,,,,,,
COMIC CAVE 2000,2909 SE 15TH PL,,CAPE CORAL,FL,339,33904,7249,3,59429905,COMIC BOOKS,,,,,,
FAMOUS FACES & FUNNIES INC,3030 W NEW HAVEN AVE,,W MELBOURNE,FL,329,32904,3566,3,59429905,COMIC BOOKS,59450201,,59450200,TOYS AND GAMES,59999900,
SCENE-IT COMICS,3129 COLLEGE ST,,JACKSONVILLE,FL,322,32205,5703,3,59429905,COMIC BOOKS,,,,,,
DYNAMIC COMICS INC,314 DORNOCH CT,,WINTER SPRINGS,FL,327,32708,5338,3,59429905,COMIC BOOKS,,,,,,
THE OLD BOOK SHOP / CELESTIAL,3142 BEACH BLVD,,JACKSONVILLE,FL,322,32207,3710,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
COLISEUM OF COMICS,3159 W VINE ST,,KISSIMMEE,FL,347,34741,3738,3,59429905,COMIC BOOKS,,,,,,
MY GANG COMICS & COLLECTIBLES,321 SE 1ST AVE,,HALLANDLE BCH,FL,330,33009,6405,3,59429905,COMIC BOOKS,,,,,,
LIVING DEAD COMICS,3227 CURRY FORD RD,,ORLANDO,FL,328,32806,3470,3,59429905,COMIC BOOKS,,,,,,
JOHNNY B'S CARDS COMICS,3234 S FLORIDA AVE STE C,,LAKELAND,FL,338,33803,4564,3,59429905,COMIC BOOKS,,,,,,
COMIC PARTNERS OF FLORIDA LLC,3320 CALUMET DR,,TALLAHASSEE,FL,323,32311,3344,3,59429905,COMIC BOOKS,,,,,,
COMICS CARDS & STUFF,3563 FOWLER ST,,FORT MYERS,FL,339,33901,925,3,51929905,COMIC BOOKS,,,,,,
COMIC DOJO,400 MADISON AVE STE 104,,ORANGE PARK,FL,320,32065,6727,3,59429905,COMIC BOOKS,59450201,,,,,
MEGA GAMING & COMICS,4000 W NEWBERRY RD # K,,GAINESVILLE,FL,326,32607,4817,4,59429905,COMIC BOOKS,,,,,,
CROSS GENERATION COMICS INC,4023 TAMPA RD STE 2400,,OLDSMAR,FL,346,34677,3217,3,59429905,COMIC BOOKS,73890000,"BUSINESS SERVICES, NEC",,,,
NERDZ COMICS & MORE INC,41 REMINGTON RD,,ORMOND BEACH,FL,321,32174,2528,3,59429905,COMIC BOOKS,59420000,BOOK STORES,59999900,,53990000,MISCELLANEOUS GENERAL MERCHANDISE STORES
BLASTER COMICS,413 SWAIN BLVD,,GREENACRES,FL,334,33463,2037,3,59429905,COMIC BOOKS,,,,,,
DEMOLITION COMICS,4149 W WATERS AVE,,TAMPA,FL,336,33614,8116,3,59429905,COMIC BOOKS,59990000,"MISCELLANEOUS RETAIL STORES, NEC",35990000,"INDUSTRIAL MACHINERY, NEC",17950000,WRECKING AND DEMOLITION WORK
TATE'S COMICS,4566 N UNIVERSITY DR,,LAUDERHILL,FL,333,33351,4514,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
COLISEUM OF COMICS,4672 MILLENIA PLAZA WAY,,ORLANDO,FL,328,32839,2434,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
ANIMATED TOYS,475 BILTMORE WAY STE 104,,CORAL GABLES,FL,331,33134,5724,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,73710000,CUSTOM COMPUTER PROGRAMMING SERVICES,50920000,TOYS AND HOBBY GOODS AND SUPPLIES
BIG DOG COMICS,4804 S US HIGHWAY 1,,FORT PIERCE,FL,349,34982,7078,3,59429905,COMIC BOOKS,,,,,,
EMERALD CITY COMICS,4902 113TH AVE N,,CLEARWATER,FL,337,33760,4831,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,,,,
PANDAMOON,491 HOMESTEAD AVE NE,,PALM BAY,FL,329,32907,2342,3,59429905,COMIC BOOKS,59999900,,,,,
GATOR COUNTRY CARDS & COMICS,5001 NW 27TH CT,,GAINESVILLE,FL,326,32606,6545,3,59470104,GIFT SHOP,59429905,COMIC BOOKS,,,,
THE DARK SIDE,501 N BENEVA RD STE 260,,SARASOTA,FL,342,34232,1310,3,59429905,COMIC BOOKS,,,,,,
HOYT'S COSMOS OF COMICS,501 NW 23RD AVE,,GAINESVILLE,FL,326,32609,8551,4,59429905,COMIC BOOKS,,,,,,
FAMILY COMICS & CARDS,505 N PARK AVE,,WINTER PARK,FL,327,32789,3268,4,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
COMIC CONNECTION,5328 CENTRAL FLORIDA PKWY,,ORLANDO,FL,328,32821,8772,3,59429905,COMIC BOOKS,,,,,,
PORKYS COMICS INC,540 NW 42ND AVE,,COCONUT CREEK,FL,330,33066,1830,3,59429905,COMIC BOOKS,,,,,,
COMIC EXCHANGE,5458 N UNIVERSITY DR,,LAUDERHILL,FL,333,33351,5006,3,59429905,COMIC BOOKS,,,,,,
PAST PRESENT FUTURE,5458 N UNIVERSITY DR,,LAUDERHILL,FL,333,33351,5006,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59479903,,59320300,"BOOK STORES, SECONDHAND"
COMIC SHACK,5602 14TH ST W,,BRADENTON,FL,342,34207,3609,3,59429905,COMIC BOOKS,50920000,TOYS AND HOBBY GOODS AND SUPPLIES,,,,
EPIC COMICS,570 N ALAFAYA TRL STE 106,,ORLANDO,FL,328,32828,4362,3,59429905,COMIC BOOKS,,,,,,
FLORIDA HEROES COMIC-CON INC,6105 N 20TH ST,,TAMPA,FL,336,33610,3518,3,59429905,COMIC BOOKS,,,,,,
COMICGENESIS.COM,614 E HIGHWAY 50 # 235,,CLERMONT,FL,347,34711,3164,4,59429905,COMIC BOOKS,,,,,,
COSMIC CAT COMICS & GAMES,625 INDUSTRIAL DR,,TALLAHASSEE,FL,323,32310,4805,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
MARK FOUNTAIN COMICS,6255 106TH AVE N,,PINELLAS PARK,FL,337,33782,2538,3,59429905,COMIC BOOKS,,,,,,
IMPACT COMICS,628 MORNING MIST WAY,,ORANGE PARK,FL,320,32073,7674,3,59429905,COMIC BOOKS,,,,,,
MIKE LEWIS DRYWALL LLC,6345 MOBILE HWY,,PENSACOLA,FL,325,32526,1258,3,59429905,COMIC BOOKS,17420000,"PLASTERING, DRYWALL, AND INSULATION",,,,
COMIX ETC,6420 MAGNOLIA LN,,LAKELAND,FL,338,33810,6219,3,59429905,COMIC BOOKS,,,,,,
PHIL'S COMIC SHOPPE,6512 W ATLANTIC BLVD,,MARGATE,FL,330,33063,5135,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,,,
COMIC MEGASTORE CORP,6619 S DIXIE HWY,,MIAMI,FL,331,33143,7919,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
COMIC SHACK LLC,6718 GEORGE RD,,TAMPA,FL,336,33634,4740,3,59429905,COMIC BOOKS,,,,,,
MEGA COMICS & GAMES,6765 W NEWBERRY RD,,GAINESVILLE,FL,326,32605,4312,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
TEAM COMICS,6812 S SHERIDAN RD,,TAMPA,FL,336,33611,5212,3,59429905,COMIC BOOKS,,,,,,
TBS COMICS INC,6873 N 9TH AVE,,PENSACOLA,FL,325,32504,7349,3,59479903,,59429905,COMIC BOOKS,,,,
CREATIST COMICS INC,6900 TOMY LEE TRL,,TALLAHASSEE,FL,323,32309,1658,3,59429905,COMIC BOOKS,,,,,,
COLOSSAL COMICS & COLLECTIBLES,7010 US HIGHWAY 19,,NEW PRT RCHY,FL,346,34652,1635,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59479903,,59999900,
ALL STAR SPORTSCARDS & COMICS,7241 NW 4TH BLVD,,GAINESVILLE,FL,326,32607,1600,3,59429905,COMIC BOOKS,,,,,,
LEADING EDGE COMICS,741 LULLWATER DR,,OVIEDO,FL,327,32765,8511,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
OUTPOST COMICS,743 DAN RIVER AVE,,DELTONA,FL,327,32725,7104,3,59429905,COMIC BOOKS,,,,,,
WIZARD'S WALL,747 S APOLLO BLVD,,MELBOURNE,FL,329,32901,1457,3,39440000,"GAMES, TOYS, AND CHILDREN'S VEHICLES",59429905,COMIC BOOKS,,,,
OUTLAND STATION,7600 SW 117TH AVE,,MIAMI,FL,331,33183,3822,3,51929905,COMIC BOOKS,,,,,,
ZBK COMICS,7641 PINES BLVD,,PEMBROKE PNES,FL,330,33024,6912,3,59429905,COMIC BOOKS,,,,,,
COMICS DIRECT,768 JOHN SIMS PKWY E,,NICEVILLE,FL,325,32578,2032,3,59429905,COMIC BOOKS,57130000,FLOOR COVERING STORES,,,,
COLISEUM OF COMICS ENT INC,7708 LIGONIER CT,,ORLANDO,FL,328,32819,5034,3,59429905,COMIC BOOKS,,,,,,
DOCKING BAY 94 COMICS & GAMES,7710 NW 56TH WAY # 100,,POMPANO BEACH,FL,330,33073,3509,4,59429905,COMIC BOOKS,,,,,,
ISLANDER COMICS CARDS,777 E MERRITT ISLAND CSWY,,MERRITT IS,FL,329,32952,3576,4,59429905,COMIC BOOKS,,,,,,
TATES COMICS,801 N CONGRESS AVE,,BOYNTON BEACH,FL,334,33426,3315,4,59429905,COMIC BOOKS,,,,,,
SUNSHINE ROLEPLAYERS,8011 BIRD RD # 101,,MIAMI,FL,331,33155,6702,4,59429905,COMIC BOOKS,,,,,,
BIG MIKE'S COMICS,8110 S ORANGE BLOSSOM TRL,,ORLANDO,FL,328,32809,7670,3,59429905,COMIC BOOKS,,,,,,
WONDER COMICS INC,8136 CENTRALIA CT STE 103,,LEESBURG,FL,347,34788,3757,3,59429905,COMIC BOOKS,,,,,,
DRAGON TALE,8158 CUMBERLAND GAP TRL,,JACKSONVILLE,FL,322,32244,4874,3,51920000,"BOOKS, PERIODICALS, AND NEWSPAPERS",59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,59999900,
COLISEUM COMICS ENTPS INC,8183 TERRAZA CT,,ORLANDO,FL,328,32836,8715,3,59429905,COMIC BOOKS,,,,,,
ON THE SHELF BOOKSTORE,824 E NEW HAVEN AVE,,MELBOURNE,FL,329,32901,5433,3,59320300,"BOOK STORES, SECONDHAND",59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",,
ABNORMAL FUN COMICS LLC,826 36TH AVE,,VERO BEACH,FL,329,32960,4052,3,59429905,COMIC BOOKS,,,,,,
OMNIVERSE HOBBYS,8355 SAN CARLOS BLVD,,FORT MYERS,FL,339,33967,3201,3,59450000,"HOBBY, TOY, AND GAME SHOPS",59450103,"HOBBIES, NEC",59450104,"MODELS, TOY AND HOBBY",59429905,COMIC BOOKS
COMIC NATION LLC,8723 NW 110TH ST,,HIALEAH,FL,330,33018,4510,3,59429905,COMIC BOOKS,,,,,,
BLOCKBUSTER VIDEO,901 W BRANDON BLVD STE G,,BRANDON,FL,335,33511,4912,3,59429905,COMIC BOOKS,,,,,,
COMICS & CRITTERS TOO,903 BRIGGETT LN,,LUTZ,FL,335,33548,7908,3,59429905,COMIC BOOKS,,,,,,
ACME COMICS CARDS & COLLECTIBL,905 E STATE ROAD 434,,LONGWOOD,FL,327,32750,5344,4,59450200,TOYS AND GAMES,59429905,COMIC BOOKS,,,,
JOES CARDS COINS & COMICS,9070 FAIRBANKS LN APT 6,,BOCA RATON,FL,334,33496,6654,3,59429905,COMIC BOOKS,,,,,,
NUFF SAID COLLECTIBLES,9198 BROAD ST,,BOCA RATON,FL,334,33434,5914,3,59990000,"MISCELLANEOUS RETAIL STORES, NEC",59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59429905,COMIC BOOKS,,
EMERALD CITY COMICS & COLLECTA,9249 SEMINOLE BLVD,,SEMINOLE,FL,337,33772,3104,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59999900,
HARDCASTLE COMICS,9310 SILVER GLEN WAY,,LAKE WORTH,FL,334,33467,4797,3,59429905,COMIC BOOKS,27210000,PERIODICALS,59999900,,,
D & B COMICS,937 CROWSNEST CIR,,ORLANDO,FL,328,32825,3305,4,59429905,COMIC BOOKS,,,,,,
YANCY STREET COMICS,9409 US HIGHWAY 19 STE 709A,,PORT RICHEY,FL,346,34668,4638,4,59429905,COMIC BOOKS,,,,,,
GAMEWORLD INTL CORP,9747 NW 32ND ST,,DORAL,FL,331,33172,1031,3,51929905,COMIC BOOKS,50920208,"TOYS, NEC",,,,
COMIC CONQUERORS,9854 BERNWOOD PLACE DR APT 204,,FORT MYERS,FL,339,33966,6482,3,59429905,COMIC BOOKS,,,,,,
SUNSHINE COMICS SOUTH FLORIDA,PO BOX 18073,,WEST PALM BEACH,FL,334,33416,8073,3,59429905,COMIC BOOKS,,,,,,
CRAZY ED'S COMICS,PO BOX 610458,,MIAMI,FL,332,33261,458,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",,,,
BR MAN COMICS,1 MARGARET MITCHELL SQ NW,,ATLANTA,GA,303,30303,1022,3,59429905,COMIC BOOKS,,,,,,
BROTHER MAN COMICS,101 AUBURN AVE NE,,ATLANTA,GA,303,30303,2503,3,59429905,COMIC BOOKS,,,,,,
GREAT ESCAPE COMICS & GAMES,1050 E PIEDMONT RD STE 106,,MARIETTA,GA,300,30062,4798,3,39440000,"GAMES, TOYS, AND CHILDREN'S VEHICLES",59429905,COMIC BOOKS,,,,
DAVE'S COMICS & COLLECTIBLES,107 RAINBOW WAY,,FAYETTEVILLE,GA,302,30214,3979,3,59429905,COMIC BOOKS,,,,,,
TOWER GAMES AND COMICS,1071 COVENANT CT,,BETHLEHEM,GA,306,30620,2660,3,59429905,COMIC BOOKS,,,,,,
ANIME ZING ESCAPE,1082 JONESBORO RD,,MCDONOUGH,GA,302,30253,6046,3,59429905,COMIC BOOKS,,,,,,
THE COMIC BOX,1100 EISENHOWER DR STE 14,,SAVANNAH,GA,314,31406,3925,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
KRYPTO KNIGHT COMICS,111 BUGGY WHIP LN,,JESUP,GA,315,31546,5201,3,59429905,COMIC BOOKS,,,,,,
ST MARYS SPORTS CARD & MTRPLS,111 CITY SMITTY DR,,SAINT MARYS,GA,315,31558,8908,3,59429905,COMIC BOOKS,,,,,,
COPELEYS USED BOOKS & BALL CDS,1112 RED BUD RD NE,,CALHOUN,GA,307,30701,9236,3,59429905,COMIC BOOKS,59479903,,,,,
HEROES & VILLAINS,117 RUSSELL PKWY STE F,,WARNER ROBINS,GA,310,31088,3281,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
CLASS OF 64 COMICS,1228 OLD PENDERGRASS RD,,JEFFERSON,GA,305,30549,2764,3,59429905,COMIC BOOKS,,,,,,
COMICS,124 W JACKSON ST,,DUBLIN,GA,310,31021,6116,3,59429905,COMIC BOOKS,,,,,,
COMICS & MORE,137 E MONTGOMERY XRD,,SAVANNAH,GA,314,31406,4730,3,59429905,COMIC BOOKS,78419902,VIDEO DISK/TAPE RENTAL TO THE GENERAL PUBLIC,59479903,,59999900,
ATLANTA COMICS,1410 BILTMORE DR NE,,ATLANTA,GA,303,30329,3534,3,59429905,COMIC BOOKS,,,,,,
KOOL COMICS,1515 N ASHLEY ST STE M,,VALDOSTA,GA,316,31602,3371,3,59429905,COMIC BOOKS,59999900,,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
YOJOS COMICS,162 E CROGAN ST,,LAWRENCEVILLE,GA,300,30046,4956,4,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",82990202,TUTORING SCHOOL,,
DARK ADVENTURES COMICS INTL IN,1789 JENNINGS WAY,,NORCROSS,GA,300,30093,1445,3,59429905,COMIC BOOKS,,,,,,
GOODGUYCOMICS,1946 TERRY MILL RD SE,,ATLANTA,GA,303,30316,2345,3,59429905,COMIC BOOKS,59999900,,,,,
DOLPHIN BOOK EXCHANGE,208 QUAIL HOLLOW DR,,SAVANNAH,GA,314,31419,3520,3,59320302,RARE BOOKS,59429905,COMIC BOOKS,,,,
TITAN BOOKS & COMICS,2103 PLEASANT HILL RD,,DULUTH,GA,300,30096,4629,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,,,,
CLASSIC COMICS INC,2225 MCQUISTON DR SW,,MARIETTA,GA,300,30064,4810,3,59429905,COMIC BOOKS,27210000,PERIODICALS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59630000,DIRECT SELLING ESTABLISHMENTS
QUEST COMIC SHOP,225 LOVVORN RD,,CARROLLTON,GA,301,30117,3617,3,51929905,COMIC BOOKS,,,,,,
J JS COMICS & CARDS,2401 DAWSON RD STE W,,ALBANY,GA,317,31707,2361,3,59479903,,59429905,COMIC BOOKS,,,,
GALACTIC COMICS & GAMES,25 SIEBALD ST,,STATESBORO,GA,304,30458,4857,3,59429905,COMIC BOOKS,,,,,,
GENERATIONS,2505 CREPE MYRTLE W,,STATESBORO,GA,304,30461,8087,3,59429905,COMIC BOOKS,,,,,,
WORLD OF HEROES,2529 2ND AVE,,DACULA,GA,300,30019,2101,3,59429905,COMIC BOOKS,,,,,,
CAPOW COMICS,2611 FREEDOM PKWY,,CUMMING,GA,300,30041,9176,3,59429905,COMIC BOOKS,,,,,,
EMPIRE COMICS,2643 OLD RIVER RD,,BLOOMINGDALE,GA,313,31302,4213,3,59429905,COMIC BOOKS,,,,,,
COMPANION COMICS,2673 VALVEDERE DR NE,,ATLANTA,GA,303,30319,3227,3,59429905,COMIC BOOKS,,,,,,
RAVENS NEST GAMES & COMICS LLC,2830 OLDE POST RD SE,,MARIETTA,GA,300,30067,5643,3,59429905,COMIC BOOKS,,,,,,
OXFORD COMICS & GAMES,2855 PIEDMONT RD NE,,ATLANTA,GA,303,30305,2767,3,78410000,VIDEO TAPE RENTAL,59320300,"BOOK STORES, SECONDHAND",59450201,,59429905,COMIC BOOKS
WIZARDS KEEP INC,2902 N ASHLEY ST,,VALDOSTA,GA,316,31602,1708,3,51929905,COMIC BOOKS,5942,BOOK STORES,,,,
WIZARD'S KEEP INC,2904 N PATTERSON ST,,VALDOSTA,GA,316,31602,1750,4,59429905,COMIC BOOKS,,,,,,
TALES OF WONDER,3037 SUMMER OAK PL,,BUFORD,GA,305,30518,401,3,59429905,COMIC BOOKS,,,,,,
STRAWBERRY COMICS,306 SARATOGA DR,,ALPHARETTA,GA,300,30022,5965,3,59429905,COMIC BOOKS,,,,,,
EAT MORE COMICS,307 BROAD ST,,ROME,GA,301,30161,3005,3,59429905,COMIC BOOKS,,,,,,
ACTION PACKED STUDIO INC,3236 LYNNRAY DR,,ATLANTA,GA,303,30340,4421,3,59429905,COMIC BOOKS,,,,,,
WATKINS COMICS,33 MARVIN AVE,,SUMMERVILLE,GA,307,30747,1431,3,59429905,COMIC BOOKS,,,,,,
BLACK SUNSHINE GAMES,3323 BEMISS RD,,VALDOSTA,GA,316,31605,7054,4,51929905,COMIC BOOKS,,,,,,
ROCK SHOP MUSIC & COMICS,3333 BUFORD DR STE VB07,,BUFORD,GA,305,30519,4959,3,59429905,COMIC BOOKS,,,,,,
PLANET CARAVAN,3456 LOST MEADOWS CT,,BUFORD,GA,305,30519,8449,3,59429905,COMIC BOOKS,,,,,,
BILLY'S TOY'S & COMICS,3569 ATLANTA HWY STE 300,,FLOWERY BR,GA,305,30542,2903,3,59429905,COMIC BOOKS,,,,,,
BATTY BEST COMICS AND GAMES,3631 CHAMBLEE TUCKER RD,,ATLANTA,GA,303,30341,4415,4,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59450104,"MODELS, TOY AND HOBBY",,
MEOW COMICS,3983 THORNRIDGE WAY,,ATLANTA,GA,303,30340,5129,3,59429905,COMIC BOOKS,,,,,,
COMIC BOOTH,4300 JIMMY CARTER BLVD,,NORCROSS,GA,300,30093,5058,4,59429905,COMIC BOOKS,,,,,,
A BOOK NOOK INC,4664 LAWRENCEVILLE HWY NW,,LILBURN,GA,300,30047,3637,4,59429905,COMIC BOOKS,57350000,RECORD AND PRERECORDED TAPE STORES,,,,
BOOK NOOK II,4664 LAWRENCEVILLE HWY NW,,LILBURN,GA,300,30047,3637,4,59420000,BOOK STORES,57350202,COMPACT DISCS,59429905,COMIC BOOKS,50990000,"DURABLE GOODS, NEC"
COLLECTORS PARADISE INC,4702 BUENA VISTA RD,,COLUMBUS,GA,319,31907,5012,3,59479903,,59429905,COMIC BOOKS,,,,
COLUMBUS COLLECTIBLES,4702 BUENA VISTA RD,,COLUMBUS,GA,319,31907,5012,3,59429905,COMIC BOOKS,76310101,CLOCK REPAIR,,,,
GALACTIC QUEST,481 W PIKE ST STE B,,LAWRENCEVILLE,GA,300,30046,3246,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,,,
NEWNAN SPORTS CARDS,50 BULLSBORO DR,,NEWNAN,GA,302,30263,6402,4,59479903,,59429905,COMIC BOOKS,,,,
SHELLEYS TEAHOUSE COMICS,5011 LAUREL SPRINGS WAY SE,,SMYRNA,GA,300,30082,4843,3,59429905,COMIC BOOKS,,,,,,
ABSOLUTELY NOT COMICS,505 E 39TH ST APT A,,SAVANNAH,GA,314,31401,9059,3,59429905,COMIC BOOKS,,,,,,
COMICS CULTURE INC,531 SIMONTON RIDGE TRL,,LAWRENCEVILLE,GA,300,30045,3528,3,59429905,COMIC BOOKS,,,,,,
BUNJEES COMICS,561 JONESBORO RD,,MCDONOUGH,GA,302,30253,3718,3,59429905,COMIC BOOKS,59999900,,,,,
T HOUSE COMICS,5920 ROSWELL RD STE B107,,SANDY SPRINGS,GA,303,30328,4926,3,59429905,COMIC BOOKS,,,,,,
BLANK SPACE COMICS,604 SWEET BASIL LN,,WOODSTOCK,GA,301,30189,6927,3,59429905,COMIC BOOKS,59999900,,,,,
BOOK END,6041 N HENRY BLVD STE C,,STOCKBRIDGE,GA,302,30281,3043,3,59470104,GIFT SHOP,59429905,COMIC BOOKS,,,,
BIG DIPS WORLD OF COMICS,68 WINDFLOWER DR,,BLAIRSVILLE,GA,305,30512,4897,3,59429905,COMIC BOOKS,,,,,,
JACK ELROD CREATIVE COMICS,7240 HUNTERS BRANCH DR,,ATLANTA,GA,303,30328,1719,3,59429905,COMIC BOOKS,,,,,,
TITAN GAMES AND COMICS,755 VIRGINIA AVE,,ATLANTA,GA,303,30354,1911,3,59429905,COMIC BOOKS,59450104,"MODELS, TOY AND HOBBY",59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",,
MAD SCIENCE STUDIO,8104 JAMESON PASS,,ALPHARETTA,GA,300,30022,3047,3,59429905,COMIC BOOKS,,,,,,
A2Z COMICS,PO BOX 97,,EASTANOLLEE,GA,305,30538,97,3,59429905,COMIC BOOKS,,,,,,
OTHER REALMS LTD THE COMIC,1050 ALA MOANA BLVD STE 2300,,HONOLULU,HI,968,96814,4931,3,59429905,COMIC BOOKS,,,,,,
GECKO BOOKS INC,1151 12TH AVE STE A,,HONOLULU,HI,968,96816,3766,3,59429905,COMIC BOOKS,59479903,,59470104,GIFT SHOP,,
